annotator_id,value,sim_rating,id1,id2,pair_id
3748346,Completamente diferente,1,69790,37194,69790_37194
3748356,Apenas existe similitud,2,62264,15357,62264_15357
3748348,Apenas existe similitud,2,31722,21227,31722_21227
3748348,Completamente diferente,1,37194,25047,37194_25047
3748343,Poca similitud,3,48054,21227,48054_21227
3748346,Completamente diferente,1,3348,48594,3348_48594
3748343,Completamente diferente,1,32204,6632,32204_6632
3748352,Completamente diferente,1,16872,15357,16872_15357
3748358,Completamente diferente,1,34125,25047,34125_25047
3748343,Apenas existe similitud,2,15357,22822,15357_22822
3748343,Completamente diferente,1,66730,35331,66730_35331
3748345,Completamente diferente,1,8842,29590,8842_29590
3748345,Apenas existe similitud,2,29094,72281,29094_72281
3748343,Similitud básic,4,31841,11142,31841_11142
3748348,Completamente diferente,1,55093,35331,55093_35331
3748343,Completamente diferente,1,33088,29590,33088_29590
3748348,Apenas existe similitud,2,33088,24450,33088_24450
3748352,Poca similitud,3,30582,19354,30582_19354
3748352,Apenas existe similitud,2,8842,10052,8842_10052
3748346,Poca similitud,3,22840,9975,22840_9975
3748348,Completamente diferente,1,37461,25047,37461_25047
3748358,Apenas existe similitud,2,48054,55236,48054_55236
3748343,Apenas existe similitud,2,72281,21856,72281_21856
3747469,Apenas existe similitud,2,29094,48594,29094_48594
3748362,Completamente diferente,1,3071,27446,3071_27446
3748362,Completamente diferente,1,35331,31841,35331_31841
3748346,Completamente diferente,1,8842,29590,8842_29590
3748343,Apenas existe similitud,2,8842,14975,8842_14975
3748343,Completamente diferente,1,55093,32204,55093_32204
3748363,Completamente diferente,1,48054,46366,48054_46366
3748352,Similitud básic,4,33088,62264,33088_62264
3748342,Completamente diferente,1,66730,28616,66730_28616
3748362,Completamente diferente,1,35331,25047,35331_25047
3748363,Completamente diferente,1,66730,21227,66730_21227
3748343,Completamente diferente,1,62264,26165,62264_26165
3748352,Apenas existe similitud,2,31841,21227,31841_21227
3748352,Completamente diferente,1,46366,8719,46366_8719
3748343,Apenas existe similitud,2,3348,37741,3348_37741
3748345,Completamente diferente,1,55093,35331,55093_35331
3748342,Poca similitud,3,28616,59899,28616_59899
3748346,Completamente diferente,1,22840,34125,22840_34125
3748363,Apenas existe similitud,2,27446,12971,27446_12971
3748352,Completamente diferente,1,10052,29590,10052_29590
3748352,Completamente diferente,1,46366,22822,46366_22822
3748343,Completamente diferente,1,27446,6632,27446_6632
3748356,Completamente diferente,1,24369,34125,24369_34125
3748343,Apenas existe similitud,2,48054,8719,48054_8719
3748345,Apenas existe similitud,2,28616,8719,28616_8719
3748364,Poca similitud,3,34119,10842,34119_10842
3748352,Poca similitud,3,31841,7291,31841_7291
3748358,Completamente diferente,1,3348,48594,3348_48594
3748343,Poca similitud,3,26165,9975,26165_9975
3748356,Apenas existe similitud,2,16987,31841,16987_31841
3748343,Poca similitud,3,34119,9975,34119_9975
3748343,Completamente diferente,1,66730,16872,66730_16872
3748345,Completamente diferente,1,10842,29590,10842_29590
3748363,Apenas existe similitud,2,31841,3071,31841_3071
3748343,Completamente diferente,1,16872,46366,16872_46366
3748345,Completamente diferente,1,6632,25047,6632_25047
3748363,Completamente diferente,1,27446,25047,27446_25047
3748362,Completamente diferente,1,16872,15357,16872_15357
3748364,Apenas existe similitud,2,28437,37461,28437_37461
3748343,Apenas existe similitud,2,21856,24450,21856_24450
3748362,Completamente diferente,1,33902,35331,33902_35331
3748358,Poca similitud,3,33088,8863,33088_8863
3748362,Similitud Sobresaliente,6,31722,1868,31722_1868
3748362,Completamente diferente,1,5439,46366,5439_46366
3748345,Completamente diferente,1,34125,12476,34125_12476
3748343,Poca similitud,3,5439,14251,5439_14251
3748343,Apenas existe similitud,2,37741,35331,37741_35331
3748343,Apenas existe similitud,2,28616,30582,28616_30582
3748364,Completamente diferente,1,30582,26165,30582_26165
3748345,Completamente diferente,1,69790,37844,69790_37844
3748343,Completamente diferente,1,33902,29590,33902_29590
3748343,Poca similitud,3,25639,22822,25639_22822
3748345,Apenas existe similitud,2,1868,11142,1868_11142
3748342,Completamente diferente,1,22840,6632,22840_6632
3748343,Completamente diferente,1,9975,34125,9975_34125
3748358,Completamente diferente,1,3348,69868,3348_69868
3748346,Completamente diferente,1,46366,27446,46366_27446
3748343,Apenas existe similitud,2,21227,15357,21227_15357
3748358,Completamente diferente,1,66730,37194,66730_37194
3748343,Apenas existe similitud,2,16987,2134,16987_2134
3748343,Apenas existe similitud,2,22840,38000,22840_38000
3747469,Completamente diferente,1,72281,29590,72281_29590
3748343,Completamente diferente,1,31722,34125,31722_34125
3748352,Apenas existe similitud,2,21227,1868,21227_1868
3748364,Poca similitud,3,14251,76075,14251_76075
3748354,Apenas existe similitud,2,3071,37194,3071_37194
3748343,Poca similitud,3,14975,36583,14975_36583
3748352,Apenas existe similitud,2,37461,24450,37461_24450
3748343,Completamente diferente,1,24450,25047,24450_25047
3748343,Completamente diferente,1,26165,19354,26165_19354
3748346,Completamente diferente,1,24450,34125,24450_34125
3747469,Apenas existe similitud,2,28616,24450,28616_24450
3748343,Apenas existe similitud,2,28616,7291,28616_7291
3747469,Completamente diferente,1,55093,22822,55093_22822
3748353,Completamente diferente,1,24450,25047,24450_25047
3748343,Apenas existe similitud,2,27446,12971,27446_12971
3748343,Completamente diferente,1,14251,34125,14251_34125
3748343,Completamente diferente,1,69790,46366,69790_46366
3748343,Apenas existe similitud,2,29094,48594,29094_48594
3748352,Similitud básic,4,37461,19354,37461_19354
3748343,Apenas existe similitud,2,31841,5088,31841_5088
3748352,Apenas existe similitud,2,10052,21856,10052_21856
3747469,Poca similitud,3,37416,11142,37416_11142
3748353,Poca similitud,3,32204,15357,32204_15357
3748343,Completamente diferente,1,10842,34125,10842_34125
3748353,Apenas existe similitud,2,30582,48594,30582_48594
3748358,Completamente diferente,1,28437,46366,28437_46366
3748343,Apenas existe similitud,2,28437,62264,28437_62264
3748346,Poca similitud,3,31841,12971,31841_12971
3748353,Apenas existe similitud,2,36132,7291,36132_7291
3748353,Completamente diferente,1,27790,46366,27790_46366
3748343,Apenas existe similitud,2,29094,14251,29094_14251
3748343,Poca similitud,3,8851,24450,8851_24450
3748364,Completamente diferente,1,31722,46366,31722_46366
3748343,Completamente diferente,1,15357,25047,15357_25047
3748352,Apenas existe similitud,2,21856,24450,21856_24450
3748343,Completamente diferente,1,5088,46366,5088_46366
3748343,Completamente diferente,1,27790,6632,27790_6632
3748357,Similitud básic,4,37416,1868,37416_1868
3748352,Poca similitud,3,37844,21227,37844_21227
3748343,Completamente diferente,1,5439,6632,5439_6632
3748357,Apenas existe similitud,2,28437,37461,28437_37461
3748352,Apenas existe similitud,2,37485,59899,37485_59899
3748353,Completamente diferente,1,10842,29590,10842_29590
3748358,Completamente diferente,1,7291,12476,7291_12476
3748343,Poca similitud,3,12476,38000,12476_38000
3748364,Poca similitud,3,14251,9975,14251_9975
3748357,Apenas existe similitud,2,5088,15357,5088_15357
3748343,Completamente diferente,1,48594,25047,48594_25047
3748343,Completamente diferente,1,22840,46366,22840_46366
3748343,Completamente diferente,1,34119,34125,34119_34125
3747469,Completamente diferente,1,66730,26165,66730_26165
3748346,Completamente diferente,1,46366,6632,46366_6632
3748343,Apenas existe similitud,2,16987,9975,16987_9975
3748343,Apenas existe similitud,2,8851,36583,8851_36583
3748352,Poca similitud,3,5439,37741,5439_37741
3747469,Apenas existe similitud,2,33088,8719,33088_8719
3748343,Completamente diferente,1,46366,11142,46366_11142
3748343,Completamente diferente,1,8842,76479,8842_76479
3748343,Completamente diferente,1,66730,55236,66730_55236
3748343,Completamente diferente,1,29590,37194,29590_37194
3748346,Apenas existe similitud,2,28616,24450,28616_24450
3748343,Completamente diferente,1,66730,76479,66730_76479
3748343,Apenas existe similitud,2,37461,37194,37461_37194
3747469,Poca similitud,3,27790,25639,27790_25639
3748353,Similitud básic,4,8842,7291,8842_7291
3748343,Completamente diferente,1,59899,19354,59899_19354
3747469,Completamente diferente,1,26165,19354,26165_19354
3748343,Apenas existe similitud,2,37461,14251,37461_14251
3748364,Apenas existe similitud,2,15357,36583,15357_36583
3748343,Apenas existe similitud,2,35331,8719,35331_8719
3748343,Completamente diferente,1,69790,37844,69790_37844
3748343,Completamente diferente,1,69790,37485,69790_37485
3747469,Poca similitud,3,22840,9975,22840_9975
3748343,Completamente diferente,1,62264,46366,62264_46366
3748364,Similitud notable /faltan detalles,5,16872,14975,16872_14975
3748346,Completamente diferente,1,5088,19929,5088_19929
3748343,Completamente diferente,1,69790,24369,69790_24369
3748346,Completamente diferente,1,32204,25047,32204_25047
3748353,Completamente diferente,1,16987,12971,16987_12971
3748343,Apenas existe similitud,2,36132,69868,36132_69868
3748353,Completamente diferente,1,37844,26165,37844_26165
3748362,Completamente diferente,1,21227,22822,21227_22822
3748343,Apenas existe similitud,2,29094,12476,29094_12476
3748354,Completamente diferente,1,1868,34125,1868_34125
3748357,Completamente diferente,1,66730,12476,66730_12476
3747469,Completamente diferente,1,36132,25047,36132_25047
3748364,Completamente diferente,1,35331,26165,35331_26165
3748362,Completamente diferente,1,28437,36583,28437_36583
3748364,Apenas existe similitud,2,7291,24450,7291_24450
3748364,Completamente diferente,1,46366,24450,46366_24450
3748362,Completamente diferente,1,14975,48594,14975_48594
3748346,Completamente diferente,1,69790,59899,69790_59899
3748362,Similitud notable /faltan detalles,5,34119,16872,34119_16872
3748362,Completamente diferente,1,69790,37194,69790_37194
3748353,Completamente diferente,1,29590,8719,29590_8719
3748353,Completamente diferente,1,12971,6632,12971_6632
3748362,Completamente diferente,1,28437,34125,28437_34125
3748353,Apenas existe similitud,2,12971,38000,12971_38000
3748362,Completamente diferente,1,25639,12476,25639_12476
3747469,Completamente diferente,1,21227,22822,21227_22822
3748346,Completamente diferente,1,16987,19929,16987_19929
3748353,Completamente diferente,1,62264,25047,62264_25047
3748356,Completamente diferente,1,3348,34125,3348_34125
3748353,Apenas existe similitud,2,30582,3071,30582_3071
3748346,Completamente diferente,1,35331,9975,35331_9975
3748343,Apenas existe similitud,2,28616,8842,28616_8842
3748343,Completamente diferente,1,11068,25047,11068_25047
3748343,Completamente diferente,1,24450,6632,24450_6632
3748356,Poca similitud,3,24369,48594,24369_48594
3748343,Apenas existe similitud,2,37461,52438,37461_52438
3748343,Completamente diferente,1,3071,46366,3071_46366
3748343,Completamente diferente,1,36132,46366,36132_46366
3748343,Apenas existe similitud,2,31722,21856,31722_21856
3748343,Completamente diferente,1,46366,7291,46366_7291
3748343,Apenas existe similitud,2,31722,7727,31722_7727
3748353,Apenas existe similitud,2,28437,62264,28437_62264
3748343,Completamente diferente,1,29590,11142,29590_11142
3747429,Apenas existe similitud,2,19354,12971,19354_12971
3747469,Similitud básic,4,33088,52438,33088_52438
3748343,Apenas existe similitud,2,8851,55236,8851_55236
3748350,Completamente diferente,1,66730,7291,66730_7291
3748343,Apenas existe similitud,2,37485,76075,37485_76075
3748343,Apenas existe similitud,2,69868,25047,69868_25047
3748343,Completamente diferente,1,48054,37194,48054_37194
3748343,Apenas existe similitud,2,21227,24369,21227_24369
3748343,Apenas existe similitud,2,69868,38000,69868_38000
3748343,Completamente diferente,1,27446,29590,27446_29590
3748343,Completamente diferente,1,66730,3071,66730_3071
3748343,Completamente diferente,1,66730,37461,66730_37461
3748343,Completamente diferente,1,29590,14975,29590_14975
3748343,Apenas existe similitud,2,32204,11068,32204_11068
3748353,Completamente diferente,1,5439,55093,5439_55093
3748366,Completamente diferente,1,66730,1868,66730_1868
3748343,Apenas existe similitud,2,59899,10052,59899_10052
3748357,Similitud notable /faltan detalles,5,37416,34119,37416_34119
3748343,Completamente diferente,1,35331,26165,35331_26165
3748343,Completamente diferente,1,8851,34125,8851_34125
3748372,Completamente diferente,1,37844,59899,37844_59899
3748343,Completamente diferente,1,28437,36583,28437_36583
3748357,Poca similitud,3,31841,55236,31841_55236
3748372,Completamente diferente,1,34119,46366,34119_46366
3748353,Similitud básic,4,52438,22822,52438_22822
3748343,Apenas existe similitud,2,21856,55236,21856_55236
3748372,Completamente diferente,1,76479,10052,76479_10052
3748350,Poca similitud,3,3348,34119,3348_34119
3748343,Apenas existe similitud,2,34119,21227,34119_21227
3748350,Completamente diferente,1,66730,72281,66730_72281
3747431,Poca similitud,3,25639,22822,25639_22822
3748343,Apenas existe similitud,2,30582,21856,30582_21856
3747431,Apenas existe similitud,2,62264,9975,62264_9975
3748343,Apenas existe similitud,2,35331,37844,35331_37844
3747431,Apenas existe similitud,2,37416,7727,37416_7727
3748343,Completamente diferente,1,29590,6632,29590_6632
3748343,Completamente diferente,1,28616,48594,28616_48594
3748372,Completamente diferente,1,31722,34125,31722_34125
3748343,Completamente diferente,1,34125,36583,34125_36583
3748357,Similitud básic,4,34119,16872,34119_16872
3747469,Similitud básic,4,235,72281,235_72281
3748343,Apenas existe similitud,2,33902,8719,33902_8719
3747429,Similitud básic,4,22822,14975,22822_14975
3748346,Poca similitud,3,14251,25639,14251_25639
3748372,Similitud básic,4,235,12971,235_12971
3748343,Apenas existe similitud,2,36132,27446,36132_27446
3748372,Completamente diferente,1,3348,21227,3348_21227
3748343,Apenas existe similitud,2,14251,37844,14251_37844
3748343,Apenas existe similitud,2,7291,36583,7291_36583
3748343,Apenas existe similitud,2,33902,36132,33902_36132
3748343,Apenas existe similitud,2,31841,21227,31841_21227
3748346,Completamente diferente,1,37844,36132,37844_36132
3748372,Apenas existe similitud,2,5439,25639,5439_25639
3747429,Apenas existe similitud,2,28616,8851,28616_8851
3748343,Completamente diferente,1,55093,1868,55093_1868
3747469,Apenas existe similitud,2,35331,11142,35331_11142
3748342,Completamente diferente,1,28437,26165,28437_26165
3748372,Completamente diferente,1,46366,27446,46366_27446
3748353,Completamente diferente,1,66730,36583,66730_36583
3748343,Apenas existe similitud,2,24369,48594,24369_48594
3748372,Completamente diferente,1,55093,19929,55093_19929
3748343,Completamente diferente,1,24369,46366,24369_46366
3748372,Completamente diferente,1,29590,37194,29590_37194
3747429,Apenas existe similitud,2,37485,3071,37485_3071
3748343,Apenas existe similitud,2,5439,10842,5439_10842
3747431,Apenas existe similitud,2,37416,36132,37416_36132
3747431,Apenas existe similitud,2,28616,24450,28616_24450
3748375,Completamente diferente,1,69790,37844,69790_37844
3748343,Completamente diferente,1,31841,10842,31841_10842
3748343,Completamente diferente,1,16872,6632,16872_6632
3747431,Apenas existe similitud,2,22840,10052,22840_10052
3748346,Completamente diferente,1,14975,48594,14975_48594
3748353,Apenas existe similitud,2,5439,10842,5439_10842
3747469,Completamente diferente,1,6632,37194,6632_37194
3748343,Completamente diferente,1,3348,46366,3348_46366
3748353,Apenas existe similitud,2,37416,7727,37416_7727
3748373,Apenas existe similitud,2,28437,25639,28437_25639
3748343,Completamente diferente,1,29094,29590,29094_29590
3748342,Poca similitud,3,235,72281,235_72281
3748343,Completamente diferente,1,46366,2134,46366_2134
3748343,Completamente diferente,1,62264,21227,62264_21227
3747469,Completamente diferente,1,66730,35331,66730_35331
3748353,Completamente diferente,1,37461,5088,37461_5088
3748375,Similitud notable /faltan detalles,5,37844,48594,37844_48594
3747431,Apenas existe similitud,2,31722,7727,31722_7727
3747431,Apenas existe similitud,2,48054,38000,48054_38000
3748343,Apenas existe similitud,2,8842,235,8842_235
3748343,Completamente diferente,1,6632,37194,6632_37194
3748342,Completamente diferente,1,29590,14975,29590_14975
3748353,Completamente diferente,1,235,25047,235_25047
3747429,Completamente diferente,1,69790,16987,69790_16987
3748373,Similitud básic,4,9975,22822,9975_22822
3748342,Completamente diferente,1,33088,29590,33088_29590
3748343,Apenas existe similitud,2,76075,19354,76075_19354
3748343,Completamente diferente,1,55093,15357,55093_15357
3747431,Apenas existe similitud,2,33902,8719,33902_8719
3748343,Apenas existe similitud,2,26165,2134,26165_2134
3747431,Poca similitud,3,1868,11142,1868_11142
3747429,Apenas existe similitud,2,235,24450,235_24450
3747429,Completamente diferente,1,9975,6632,9975_6632
3748353,Completamente diferente,1,46366,9975,46366_9975
3748342,Apenas existe similitud,2,21227,15357,21227_15357
3748343,Apenas existe similitud,2,28437,27446,28437_27446
3747431,Apenas existe similitud,2,30582,24450,30582_24450
3747431,Apenas existe similitud,2,52438,55236,52438_55236
3748346,Completamente diferente,1,66730,3071,66730_3071
3748343,Apenas existe similitud,2,22840,24450,22840_24450
3748373,Completamente diferente,1,55093,31722,55093_31722
3748343,Completamente diferente,1,14251,46366,14251_46366
3747431,Similitud básic,4,31841,11142,31841_11142
3748375,Completamente diferente,1,55093,27790,55093_27790
3748343,Apenas existe similitud,2,35331,37194,35331_37194
3748346,Completamente diferente,1,62264,25047,62264_25047
3747431,Apenas existe similitud,2,10842,11068,10842_11068
3748378,Completamente diferente,1,46366,15357,46366_15357
3748353,Completamente diferente,1,25639,12476,25639_12476
3748353,Apenas existe similitud,2,3348,31722,3348_31722
3747431,Apenas existe similitud,2,48054,8842,48054_8842
3748353,Completamente diferente,1,37844,24450,37844_24450
3748346,Completamente diferente,1,76479,34125,76479_34125
3748362,Completamente diferente,1,3348,21227,3348_21227
3748354,Similitud notable /faltan detalles,5,27790,14975,27790_14975
3748343,Apenas existe similitud,2,24369,59899,24369_59899
3748379,Apenas existe similitud,2,14251,9975,14251_9975
3747431,Apenas existe similitud,2,62264,10052,62264_10052
3748346,Completamente diferente,1,55093,37194,55093_37194
3748378,Poca similitud,3,76075,19354,76075_19354
3747431,Apenas existe similitud,2,27446,37194,27446_37194
3748357,Poca similitud,3,36132,27446,36132_27446
3748343,Completamente diferente,1,27446,25047,27446_25047
3747431,Poca similitud,3,37741,24369,37741_24369
3748378,Apenas existe similitud,2,62264,8719,62264_8719
3747429,Completamente diferente,1,35331,9975,35331_9975
3748353,Apenas existe similitud,2,8842,235,8842_235
3748377,Completamente diferente,1,27446,6632,27446_6632
3748343,Apenas existe similitud,2,5439,12476,5439_12476
3748362,Completamente diferente,1,5088,10052,5088_10052
3748343,Apenas existe similitud,2,21856,36583,21856_36583
3748378,Apenas existe similitud,2,8851,30582,8851_30582
3748353,Apenas existe similitud,2,69790,37416,69790_37416
3748362,Poca similitud,3,76075,62264,76075_62264
3748343,Apenas existe similitud,2,72281,19929,72281_19929
3748346,Completamente diferente,1,16987,59899,16987_59899
3748353,Poca similitud,3,28437,27446,28437_27446
3748354,Completamente diferente,1,37844,26165,37844_26165
3748362,Completamente diferente,1,25639,37194,25639_37194
3747431,Apenas existe similitud,2,27790,76479,27790_76479
3748346,Poca similitud,3,11068,6632,11068_6632
3748342,Apenas existe similitud,2,33088,8863,33088_8863
3748375,Completamente diferente,1,3071,27446,3071_27446
3748362,Completamente diferente,1,24369,34125,24369_34125
3748353,Completamente diferente,1,6632,55236,6632_55236
3748353,Completamente diferente,1,21227,22822,21227_22822
3748377,Completamente diferente,1,10052,25047,10052_25047
3748346,Completamente diferente,1,66730,14251,66730_14251
3748342,Poca similitud,3,3071,24450,3071_24450
3748362,Completamente diferente,1,16987,34125,16987_34125
3748380,Apenas existe similitud,2,59899,9975,59899_9975
3748377,Completamente diferente,1,31722,25047,31722_25047
3748343,Completamente diferente,1,26165,7291,26165_7291
3748362,Poca similitud,3,72281,37194,72281_37194
3748377,Completamente diferente,1,36132,46366,36132_46366
3748376,Poca similitud,3,28616,7291,28616_7291
3748354,Completamente diferente,1,34119,34125,34119_34125
3748357,Completamente diferente,1,11068,25047,11068_25047
3748353,Completamente diferente,1,29590,12971,29590_12971
3748346,Completamente diferente,1,37461,25047,37461_25047
3748346,Apenas existe similitud,2,8851,12971,8851_12971
3748378,Completamente diferente,1,24450,6632,24450_6632
3748353,Apenas existe similitud,2,11068,12476,11068_12476
3748379,Poca similitud,3,31841,21227,31841_21227
3748343,Apenas existe similitud,2,37416,24369,37416_24369
3748343,Apenas existe similitud,2,48054,14251,48054_14251
3748375,Apenas existe similitud,2,14251,7727,14251_7727
3748343,Apenas existe similitud,2,235,7291,235_7291
3748362,Completamente diferente,1,46366,24450,46366_24450
3748362,Completamente diferente,1,76479,10052,76479_10052
3748343,Apenas existe similitud,2,28437,31722,28437_31722
3748346,Completamente diferente,1,22822,6632,22822_6632
3748343,Apenas existe similitud,2,1868,24369,1868_24369
3748353,Poca similitud,3,36132,8719,36132_8719
3748377,Apenas existe similitud,2,14251,10052,14251_10052
3748343,Apenas existe similitud,2,76075,37844,76075_37844
3748377,Poca similitud,3,59899,19929,59899_19929
3748353,Completamente diferente,1,11142,69868,11142_69868
3748343,Apenas existe similitud,2,16987,30582,16987_30582
3748343,Completamente diferente,1,31722,25047,31722_25047
3748343,Apenas existe similitud,2,29094,37844,29094_37844
3748377,Completamente diferente,1,28437,29590,28437_29590
3748343,Apenas existe similitud,2,10052,11142,10052_11142
3748346,Completamente diferente,1,1868,6632,1868_6632
3748348,Similitud básic,4,37416,36583,37416_36583
3748380,Completamente diferente,1,10052,29590,10052_29590
3748382,Apenas existe similitud,2,19354,12971,19354_12971
3748343,Apenas existe similitud,2,16872,25047,16872_25047
3748377,Apenas existe similitud,2,28616,32204,28616_32204
3748343,Apenas existe similitud,2,37844,62264,37844_62264
3748343,Apenas existe similitud,2,33088,8863,33088_8863
3748382,Completamente diferente,1,26165,12971,26165_12971
3748343,Completamente diferente,1,59899,46366,59899_46366
3748343,Apenas existe similitud,2,62264,38000,62264_38000
3748382,Completamente diferente,1,26165,48594,26165_48594
3748343,Apenas existe similitud,2,22840,10052,22840_10052
3748342,Completamente diferente,1,66730,62264,66730_62264
3748377,Completamente diferente,1,25639,15357,25639_15357
3748343,Completamente diferente,1,29094,46366,29094_46366
3748342,Completamente diferente,1,55093,15357,55093_15357
3748355,Apenas existe similitud,2,37461,3071,37461_3071
3748343,Apenas existe similitud,2,12971,14975,12971_14975
3748348,Completamente diferente,1,46366,14975,46366_14975
3748353,Completamente diferente,1,1868,34125,1868_34125
3748377,Poca similitud,3,21856,24450,21856_24450
3748380,Apenas existe similitud,2,10052,11142,10052_11142
3748343,Apenas existe similitud,2,48054,31841,48054_31841
3748385,Apenas existe similitud,2,16987,30582,16987_30582
3748343,Completamente diferente,1,28437,35331,28437_35331
3748343,Completamente diferente,1,66730,36583,66730_36583
3748343,Apenas existe similitud,2,32204,37194,32204_37194
3748343,Apenas existe similitud,2,37485,55236,37485_55236
3748343,Apenas existe similitud,2,35331,62264,35331_62264
3748377,Completamente diferente,1,55093,10842,55093_10842
3748343,Apenas existe similitud,2,35331,3071,35331_3071
3748343,Apenas existe similitud,2,52438,55236,52438_55236
3748343,Completamente diferente,1,16987,19929,16987_19929
3748343,Apenas existe similitud,2,28437,15357,28437_15357
3748376,Poca similitud,3,31841,5088,31841_5088
3748343,Completamente diferente,1,66730,46366,66730_46366
3748342,Apenas existe similitud,2,26165,9975,26165_9975
3748343,Completamente diferente,1,10842,29590,10842_29590
3748343,Apenas existe similitud,2,28616,8851,28616_8851
3748377,Apenas existe similitud,2,34119,9975,34119_9975
3748343,Apenas existe similitud,2,15357,8719,15357_8719
3748382,Poca similitud,3,33902,36132,33902_36132
3748354,Completamente diferente,1,16872,15357,16872_15357
3748385,Similitud básic,4,21856,48594,21856_48594
3748343,Apenas existe similitud,2,27446,37194,27446_37194
3748343,Completamente diferente,1,46366,15357,46366_15357
3748377,Completamente diferente,1,37844,24450,37844_24450
3748385,Poca similitud,3,36132,8719,36132_8719
3748342,Completamente diferente,1,66730,76479,66730_76479
3748353,Completamente diferente,1,8842,76479,8842_76479
3748343,Completamente diferente,1,66730,55093,66730_55093
3748385,Poca similitud,3,8851,12971,8851_12971
3748380,Poca similitud,3,32204,15357,32204_15357
3748382,Completamente diferente,1,69790,55093,69790_55093
3748377,Similitud básic,4,19929,11142,19929_11142
3748348,Completamente diferente,1,10842,12476,10842_12476
3748380,Completamente diferente,1,69790,37741,69790_37741
3748353,Completamente diferente,1,46366,55236,46366_55236
3748377,Completamente diferente,1,46366,6632,46366_6632
3748382,Completamente diferente,1,28437,29590,28437_29590
3748343,Apenas existe similitud,2,5439,7727,5439_7727
3748343,Apenas existe similitud,2,1868,10052,1868_10052
3748382,Completamente diferente,1,29590,37194,29590_37194
3748377,Completamente diferente,1,33902,29590,33902_29590
3748382,Completamente diferente,1,55093,1868,55093_1868
3748343,Completamente diferente,1,55093,8842,55093_8842
3748377,Completamente diferente,1,28437,35331,28437_35331
3748385,Completamente diferente,1,34125,36583,34125_36583
3748353,Apenas existe similitud,2,37741,35331,37741_35331
3748353,Completamente diferente,1,46366,15357,46366_15357
3748343,Completamente diferente,1,69790,16987,69790_16987
3748377,Completamente diferente,1,69790,46366,69790_46366
3748343,Completamente diferente,1,37485,55093,37485_55093
3748343,Apenas existe similitud,2,28437,8863,28437_8863
3748346,Apenas existe similitud,2,16872,3071,16872_3071
3748348,Completamente diferente,1,66730,26165,66730_26165
3748343,Apenas existe similitud,2,5439,8863,5439_8863
3748343,Apenas existe similitud,2,37461,37416,37461_37416
3748353,Apenas existe similitud,2,28616,34119,28616_34119
3748377,Poca similitud,3,59899,10052,59899_10052
3748377,Completamente diferente,1,15357,25047,15357_25047
3748343,Apenas existe similitud,2,11068,37194,11068_37194
3748368,Completamente diferente,1,7291,29590,7291_29590
3748343,Completamente diferente,1,29590,9975,29590_9975
3748342,Apenas existe similitud,2,28437,48594,28437_48594
3748377,Apenas existe similitud,2,31722,21856,31722_21856
3748343,Completamente diferente,1,26165,12476,26165_12476
3748353,Poca similitud,3,31841,12971,31841_12971
3748343,Apenas existe similitud,2,30582,48594,30582_48594
3748343,Completamente diferente,1,69790,34125,69790_34125
3748385,Poca similitud,3,37416,37194,37416_37194
3748368,Completamente diferente,1,34119,34125,34119_34125
3748343,Apenas existe similitud,2,37485,11068,37485_11068
3748343,Apenas existe similitud,2,29094,16987,29094_16987
3748353,Completamente diferente,1,16987,19929,16987_19929
3748343,Apenas existe similitud,2,28616,5088,28616_5088
3748343,Completamente diferente,1,66730,28616,66730_28616
3748343,Apenas existe similitud,2,32204,55236,32204_55236
3748343,Apenas existe similitud,2,27790,76479,27790_76479
3748343,Apenas existe similitud,2,27790,2134,27790_2134
3748375,Completamente diferente,1,69790,59899,69790_59899
3748343,Apenas existe similitud,2,37416,37844,37416_37844
3748377,Completamente diferente,1,69790,37485,69790_37485
3748382,Apenas existe similitud,2,28616,8851,28616_8851
3748343,Apenas existe similitud,2,24369,10052,24369_10052
3748375,Apenas existe similitud,2,72281,21856,72281_21856
3748353,Completamente diferente,1,29590,12476,29590_12476
3748343,Completamente diferente,1,37485,25047,37485_25047
3748353,Apenas existe similitud,2,37461,3071,37461_3071
3748382,Completamente diferente,1,5439,6632,5439_6632
3748343,Completamente diferente,1,55093,6632,55093_6632
3748368,Apenas existe similitud,2,48054,14251,48054_14251
3748380,Apenas existe similitud,2,28437,15357,28437_15357
3748343,Apenas existe similitud,2,24369,5088,24369_5088
3748343,Apenas existe similitud,2,235,24450,235_24450
3748343,Completamente diferente,1,69790,66730,69790_66730
3748343,Apenas existe similitud,2,30582,12476,30582_12476
3748343,Apenas existe similitud,2,10842,38000,10842_38000
3748353,Apenas existe similitud,2,1868,24369,1868_24369
3748355,Completamente diferente,1,62264,26165,62264_26165
3748382,Apenas existe similitud,2,24369,19929,24369_19929
3748377,Completamente diferente,1,35331,16872,35331_16872
3748343,Apenas existe similitud,2,37485,1868,37485_1868
3748353,Poca similitud,3,34125,6632,34125_6632
3748343,Apenas existe similitud,2,76479,9975,76479_9975
3748343,Apenas existe similitud,2,8842,25639,8842_25639
3748346,Completamente diferente,1,46366,7291,46366_7291
3748343,Apenas existe similitud,2,48054,37741,48054_37741
3748343,Completamente diferente,1,66730,8863,66730_8863
3748380,Apenas existe similitud,2,27446,10842,27446_10842
3748346,Completamente diferente,1,29094,29590,29094_29590
3748343,Apenas existe similitud,2,48054,235,48054_235
